epochs,neuronsPerClass,LR,testClass,result,guessIndex
5,2,0.001,Descend_stairs,0.47297297297297297,0
5,2,0.001,Liedown_bed,0.028368794326241134,7
5,2,0.001,Drink_glass,0.10526315789473684,3
5,2,0.001,Eat_meat,0.39408473221422863,0
5,2,0.001,Brush_teeth,0.0891089108910891,4
5,2,0.001,Pour_water,0.03636363636363636,7
5,2,0.001,Climb_stairs,0.0374331550802139,4
,,,,,
5,2,0.01,Standup_chair,-1,-1
5,2,0.01,Walk,0.032171581769437,5
5,2,0.01,Sitdown_chair,0.15151515151515152,3
5,2,0.01,Use_telephone,0.2507204610951009,1
5,2,0.01,Comb_hair,0.0668103448275862,5
5,2,0.01,Getup_bed,0.01834862385321101,9
5,2,0.01,Eat_soup,0.376657824933687,0
5,2,0.01,Descend_stairs,0.4144144144144144,0
5,2,0.01,Liedown_bed,0.06382978723404255,4
5,2,0.01,Drink_glass,0.15789473684210525,3
5,2,0.01,Eat_meat,0.4060751398880895,0
5,2,0.01,Brush_teeth,0.2016675351745701,1
5,2,0.01,Pour_water,0.23636363636363636,1
5,2,0.01,Climb_stairs,0.09090909090909091,4
,,,,,
5,2,0.1,Standup_chair,-1,-1
5,2,0.1,Walk,0.04289544235924933,4
5,2,0.1,Sitdown_chair,0.06060606060606061,3
5,2,0.1,Use_telephone,0.31988472622478387,0
5,2,0.1,Comb_hair,0.10991379310344827,3
5,2,0.1,Getup_bed,-1,-1
5,2,0.1,Eat_soup,0.40318302387267907,0
5,2,0.1,Descend_stairs,0.3153153153153153,0
5,2,0.1,Liedown_bed,0.031914893617021274,7
5,2,0.1,Drink_glass,0.35789473684210527,0
5,2,0.1,Eat_meat,0.4412470023980815,0
5,2,0.1,Brush_teeth,0.19906201146430433,1
5,2,0.1,Pour_water,0.32727272727272727,1
5,2,0.1,Climb_stairs,0.0481283422459893,5
,,,,,
5,5,0.001,Standup_chair,0.0891089108910891,2
5,5,0.001,Walk,0.4477211796246649,0
5,5,0.001,Sitdown_chair,0.015151515151515152,6
5,5,0.001,Use_telephone,0.40634005763688763,0
5,5,0.001,Comb_hair,0.11853448275862069,1
5,5,0.001,Getup_bed,0.11009174311926606,2
5,5,0.001,Eat_soup,0.3103448275862069,1
5,5,0.001,Descend_stairs,0.2747747747747748,1
5,5,0.001,Liedown_bed,0.031914893617021274,8
5,5,0.001,Drink_glass,0.8526315789473684,0
5,5,0.001,Eat_meat,0.37569944044764186,0
5,5,0.001,Brush_teeth,0.2365815528921313,1
5,5,0.001,Pour_water,0.06363636363636363,5
5,5,0.001,Climb_stairs,0.1497326203208556,3
,,,,,
5,5,0.01,Standup_chair,0.1188118811881188,2
5,5,0.01,Walk,0.38605898123324395,0
5,5,0.01,Sitdown_chair,0.030303030303030304,6
5,5,0.01,Use_telephone,0.29971181556195964,1
5,5,0.01,Comb_hair,0.1400862068965517,1
5,5,0.01,Getup_bed,0.03669724770642202,8
5,5,0.01,Eat_soup,0.3050397877984085,1
5,5,0.01,Descend_stairs,0.28378378378378377,0
5,5,0.01,Liedown_bed,0.028368794326241134,8
5,5,0.01,Drink_glass,0.8947368421052632,0
5,5,0.01,Eat_meat,0.37569944044764186,0
5,5,0.01,Brush_teeth,0.23553934340802501,1
5,5,0.01,Pour_water,0.12727272727272726,2
5,5,0.01,Climb_stairs,0.27807486631016043,0
,,,,,
5,5,0.1,Standup_chair,0.13861386138613863,2
5,5,0.1,Walk,0.4128686327077748,0
5,5,0.1,Sitdown_chair,0.045454545454545456,5
5,5,0.1,Use_telephone,0.11815561959654179,2
5,5,0.1,Comb_hair,0.10991379310344827,2
5,5,0.1,Getup_bed,-1,-1
5,5,0.1,Eat_soup,0.3103448275862069,1
5,5,0.1,Descend_stairs,0.30180180180180183,0
5,5,0.1,Liedown_bed,0.03723404255319149,7
5,5,0.1,Drink_glass,0.7473684210526316,0
5,5,0.1,Eat_meat,0.4212629896083134,0
5,5,0.1,Brush_teeth,0.21990620114643042,1
5,5,0.1,Pour_water,0.43636363636363634,0
5,5,0.1,Climb_stairs,0.29411764705882354,1
,,,,,
5,10,0.001,Standup_chair,0.06930693069306931,3
5,10,0.001,Walk,0.5442359249329759,0
5,10,0.001,Sitdown_chair,-1,-1
5,10,0.001,Use_telephone,0.34870317002881845,0
5,10,0.001,Comb_hair,0.11637931034482758,1
5,10,0.001,Getup_bed,0.07339449541284404,5
5,10,0.001,Eat_soup,0.1856763925729443,2
5,10,0.001,Descend_stairs,0.33783783783783783,1
5,10,0.001,Liedown_bed,0.15780141843971632,1
5,10,0.001,Drink_glass,0.43157894736842106,0
5,10,0.001,Eat_meat,0.42046362909672264,0
5,10,0.001,Brush_teeth,0.24752475247524752,1
5,10,0.001,Pour_water,0.21818181818181817,0
5,10,0.001,Climb_stairs,0.06951871657754011,3
,,,,,
5,10,0.01,Standup_chair,0.07920792079207921,5
5,10,0.01,Walk,0.5308310991957105,0
5,10,0.01,Sitdown_chair,-1,-1
5,10,0.01,Use_telephone,0.3285302593659942,0
5,10,0.01,Comb_hair,0.1206896551724138,2
5,10,0.01,Getup_bed,0.07339449541284404,5
5,10,0.01,Eat_soup,0.20159151193633953,2
5,10,0.01,Descend_stairs,0.4009009009009009,0
5,10,0.01,Liedown_bed,0.18262411347517732,1
5,10,0.01,Drink_glass,0.5052631578947369,0
5,10,0.01,Eat_meat,0.43884892086330934,0
5,10,0.01,Brush_teeth,0.2584679520583637,1
5,10,0.01,Pour_water,0.21818181818181817,0
5,10,0.01,Climb_stairs,0.09090909090909091,3
,,,,,
5,10,0.1,Standup_chair,0.06930693069306931,6
5,10,0.1,Walk,0.40482573726541554,0
5,10,0.1,Sitdown_chair,-1,-1
5,10,0.1,Use_telephone,0.23054755043227665,1
5,10,0.1,Comb_hair,0.11853448275862069,2
5,10,0.1,Getup_bed,-1,-1
5,10,0.1,Eat_soup,0.3421750663129973,1
5,10,0.1,Descend_stairs,0.44144144144144143,0
5,10,0.1,Liedown_bed,0.23049645390070922,1
5,10,0.1,Drink_glass,0.6105263157894737,0
5,10,0.1,Eat_meat,0.4812150279776179,0
5,10,0.1,Brush_teeth,0.23866597186034394,1
5,10,0.1,Pour_water,0.4090909090909091,0
5,10,0.1,Climb_stairs,0.2192513368983957,1
,,,,,
